FY	Character_Title	Fund_Title	Department_Title	SubObjTitle	budget	Dept	Fund	Char	Sub.obj
2013	Equipment	General Operating Fund	Personnel	Office Equipment	6253	56	10	4	420
2013	Equipment	General Operating Fund	Police	Office Equipment	82491.04	11	10	4	420
2013	Equipment	Grants Revenue Fund	Police	Office Equipment	7393.04	11	80	4	420
2013	Equipment	General Operating Fund	Prisons	Office Equipment	6069	23	10	4	420
2013	Equipment	General Operating Fund	Procurement	Office Equipment	11396.91	38	10	4	420
2013	Equipment	General Operating Fund	Records	Office Equipment	4475.31	31	10	4	420
2013	Equipment	General Operating Fund	Recreation	Office Equipment	9216	16	10	4	420
2013	Equipment	General Operating Fund	Register of Wills	Office Equipment	9210	68	10	4	420
2013	Equipment	General Operating Fund	Revenue	Office Equipment	32312.2	36	10	4	420
2013	Equipment	Water Operating Fund	Revenue	Office Equipment	133296.8	36	20	4	420
2013	Equipment	General Operating Fund	Sheriff	Office Equipment	4333.5	70	10	4	420
2013	Equipment	General Operating Fund	Streets	Office Equipment	11509.34	12	10	4	420
2013	Equipment	Water Operating Fund	Water	Office Equipment	19375.02	28	20	4	420
2013	Materials and Supplies	General Operating Fund	1st Judicial District	Office Materials and Supplies	280.47	84	10	3	320
2013	Materials and Supplies	Grants Revenue Fund	1st Judicial District	Office Materials and Supplies	6429.2	84	80	3	320
2013	Materials and Supplies	General Operating Fund	Board of Ethics	Office Materials and Supplies	3073.6	45	10	3	320
2013	Materials and Supplies	Undistributed Pension Funds	Board of Pensions	Office Materials and Supplies	19648.77	53	390	3	320
2013	Materials and Supplies	General Operating Fund	Board of Revision of Taxes	Office Materials and Supplies	3639.71	63	10	3	320
2013	Materials and Supplies	General Operating Fund	City Commissioners	Office Materials and Supplies	80220.59	73	10	3	320
2013	Materials and Supplies	Grants Revenue Fund	City Commissioners	Office Materials and Supplies	172.74	73	80	3	320
2013	Materials and Supplies	General Operating Fund	City Controller	Office Materials and Supplies	8513.16	61	10	3	320
2013	Materials and Supplies	Grants Revenue Fund	City Controller	Office Materials and Supplies	11692.58	61	80	3	320
2013	Materials and Supplies	General Operating Fund	City Council	Office Materials and Supplies	84801.36	1	10	3	320
2013	Materials and Supplies	General Operating Fund	City Planning Commission	Office Materials and Supplies	11002.72	51	10	3	320
2013	Materials and Supplies	General Operating Fund	City Representative	Office Materials and Supplies	3030.2	41	10	3	320
2013	Materials and Supplies	General Operating Fund	City Treasurer	Office Materials and Supplies	3698.76	40	10	3	320
2013	Materials and Supplies	General Operating Fund	Civil Service Commission	Office Materials and Supplies	300	55	10	3	320
2013	Materials and Supplies	General Operating Fund	Commerce	Office Materials and Supplies	6467.48	42	10	3	320
2013	Materials and Supplies	Airport Operating Fund	Commerce	Office Materials and Supplies	94052.16	42	90	3	320
2013	Materials and Supplies	Community Development Fund	Commerce	Office Materials and Supplies	4008.6	42	100	3	320
2013	Materials and Supplies	General Operating Fund	Commission On Human Relations	Office Materials and Supplies	8400.82	54	10	3	320
2013	Materials and Supplies	General Operating Fund	Director of Finance	Office Materials and Supplies	34110.32	35	10	3	320
2013	Materials and Supplies	General Operating Fund	District Attorney	Office Materials and Supplies	351925.21	69	10	3	320
2013	Materials and Supplies	Grants Revenue Fund	District Attorney	Office Materials and Supplies	1118.13	69	80	3	320
2013	Materials and Supplies	General Operating Fund	Fire	Office Materials and Supplies	136237.99	13	10	3	320
2013	Materials and Supplies	Grants Revenue Fund	Fire	Office Materials and Supplies	11074.21	13	80	3	320
2013	Materials and Supplies	General Operating Fund	Fleet Management	Office Materials and Supplies	25682.26	25	10	3	320
2013	Materials and Supplies	General Operating Fund	Free Library	Office Materials and Supplies	72201.59	52	10	3	320
2013	Materials and Supplies	Grants Revenue Fund	Free Library	Office Materials and Supplies	166224.59	52	80	3	320
2013	Materials and Supplies	General Operating Fund	Health	Office Materials and Supplies	321150.59	14	10	3	320
2013	Materials and Supplies	Grants Revenue Fund	Health	Office Materials and Supplies	65831.27	14	80	3	320
2013	Materials and Supplies	Acute Care Hospital Assessment Fund	Health	Office Materials and Supplies	3527.94	14	140	3	320
2013	Materials and Supplies	General Operating Fund	Historical Commission	Office Materials and Supplies	802.32	32	10	3	320
2013	Materials and Supplies	Grants Revenue Fund	Historical Commission	Office Materials and Supplies	2043.84	32	80	3	320
2013	Materials and Supplies	General Operating Fund	Human Services	Office Materials and Supplies	68380.69	22	10	3	320
2013	Materials and Supplies	Grants Revenue Fund	Human Services	Office Materials and Supplies	220279.24	22	80	3	320
2013	Materials and Supplies	General Operating Fund	Law	Office Materials and Supplies	56707.82	44	10	3	320
2013	Materials and Supplies	Water Operating Fund	Law	Office Materials and Supplies	9466.8	44	20	3	320
2013	Materials and Supplies	Airport Operating Fund	Law	Office Materials and Supplies	6787.2	44	90	3	320
2013	Materials and Supplies	General Operating Fund	Licenses & Inspections	Office Materials and Supplies	67663.38	26	10	3	320
2013	Materials and Supplies	General Operating Fund	Managing Director	Office Materials and Supplies	37483.02	10	10	3	320
2013	Materials and Supplies	Grants Revenue Fund	Managing Director	Office Materials and Supplies	6651.41	10	80	3	320
2013	Materials and Supplies	General Operating Fund	Mayor-Office of The Inspector General	Office Materials and Supplies	3986.54	48	10	3	320
2013	Materials and Supplies	General Operating Fund	Mayor's Office	Office Materials and Supplies	12287.64	5	10	3	320
2013	Materials and Supplies	Grants Revenue Fund	Mayor's Office	Office Materials and Supplies	8338.95	5	80	3	320
2013	Materials and Supplies	Grants Revenue Fund	Mayor's Office of Transportation	Office Materials and Supplies	1044.06	46	80	3	320
2013	Materials and Supplies	Grants Revenue Fund	Mayor's Office-Community Services	Office Materials and Supplies	15164.65	8	80	3	320
2013	Materials and Supplies	General Operating Fund	Mayor's Office-Labor Relations	Office Materials and Supplies	992	3	10	3	320
2013	Materials and Supplies	General Operating Fund	MDO-Office of Technology	Office Materials and Supplies	79146.58	4	10	3	320
2013	Materials and Supplies	Grants Revenue Fund	MDO-Office of Technology	Office Materials and Supplies	1000	4	80	3	320
2013	Materials and Supplies	General Operating Fund	Office of Arts & Culture	Office Materials and Supplies	1075.29	58	10	3	320
2013	Materials and Supplies	Community Development Fund	Office of Housing	Office Materials and Supplies	70591.51	6	100	3	320
2013	Materials and Supplies	Grants Revenue Fund	Office of Behavioral Health & Intellectual Disability Services Services	Office Materials and Supplies	86433.21	15	80	3	320
2013	Materials and Supplies	General Operating Fund	Office of Property Assessments	Office Materials and Supplies	53173	59	10	3	320
2013	Materials and Supplies	General Operating Fund	Office of Supportive Housing	Office Materials and Supplies	33675.36	24	10	3	320
2013	Materials and Supplies	General Operating Fund	Personnel	Office Materials and Supplies	16317.55	56	10	3	320
2013	Materials and Supplies	General Operating Fund	Police	Office Materials and Supplies	557422.75	11	10	3	320
2013	Materials and Supplies	Grants Revenue Fund	Police	Office Materials and Supplies	3949.85	11	80	3	320
2013	Materials and Supplies	General Operating Fund	Prisons	Office Materials and Supplies	148497.97	23	10	3	320
2013	Materials and Supplies	General Operating Fund	Procurement	Office Materials and Supplies	18057.14	38	10	3	320
2013	Materials and Supplies	General Operating Fund	Public Property	Office Materials and Supplies	39258.52	20	10	3	320
2013	Materials and Supplies	General Operating Fund	Records	Office Materials and Supplies	44225.51	31	10	3	320
2013	Materials and Supplies	General Operating Fund	Recreation	Office Materials and Supplies	51347.01	16	10	3	320
2013	Materials and Supplies	Grants Revenue Fund	Recreation	Office Materials and Supplies	12698.98	16	80	3	320
2013	Materials and Supplies	General Operating Fund	Register of Wills	Office Materials and Supplies	18379.62	68	10	3	320
2013	Materials and Supplies	General Operating Fund	Revenue	Office Materials and Supplies	196233.31	36	10	3	320
2013	Materials and Supplies	Water Operating Fund	Revenue	Office Materials and Supplies	345275.43	36	20	3	320
2013	Materials and Supplies	General Operating Fund	Sheriff	Office Materials and Supplies	14352.65	70	10	3	320
2013	Materials and Supplies	General Operating Fund	Streets	Office Materials and Supplies	104124.92	12	10	3	320
2013	Materials and Supplies	Water Operating Fund	Water	Office Materials and Supplies	219232.1	28	20	3	320
2013	Materials and Supplies	General Operating Fund	Youth Commission	Office Materials and Supplies	246.8	47	10	3	320
2013	Equipment	General Operating Fund	1st Judicial District	Other Equipment (Noc)	327474	84	10	4	499
2013	Equipment	Grants Revenue Fund	1st Judicial District	Other Equipment (Noc)	124673.86	84	80	4	499
2013	Equipment	General Operating Fund	Health	Other Equipment (Noc)	12184	14	10	4	499
2013	Purchase of Services	General Operating Fund	1st Judicial District	Other Expenses (Not Otherwise Classified)	14218221.69	84	10	2	299
2013	Purchase of Services	Grants Revenue Fund	1st Judicial District	Other Expenses (Not Otherwise Classified)	4970524.11	84	80	2	299
2013	Purchase of Services	General Operating Fund	Board of Ethics	Other Expenses (Not Otherwise Classified)	2292.67	45	10	2	299
2013	Purchase of Services	Grants Revenue Fund	City Commissioners	Other Expenses (Not Otherwise Classified)	1773	73	80	2	299
2013	Purchase of Services	Airport Operating Fund	Commerce	Other Expenses (Not Otherwise Classified)	3981	42	90	2	299
2013	Purchase of Services	General Operating Fund	District Attorney	Other Expenses (Not Otherwise Classified)	53092.35	69	10	2	299
2013	Purchase of Services	Grants Revenue Fund	District Attorney	Other Expenses (Not Otherwise Classified)	882917.51	69	80	2	299
2013	Purchase of Services	General Operating Fund	Health	Other Expenses (Not Otherwise Classified)	300000	14	10	2	299
2013	Purchase of Services	General Operating Fund	Human Services	Other Expenses (Not Otherwise Classified)	421.71	22	10	2	299
2013	Purchase of Services	Grants Revenue Fund	Human Services	Other Expenses (Not Otherwise Classified)	1843.81	22	80	2	299
2013	Purchase of Services	General Operating Fund	Managing Director	Other Expenses (Not Otherwise Classified)	432889.68	10	10	2	299
2013	Purchase of Services	General Operating Fund	Mayor-Office of The Inspector General	Other Expenses (Not Otherwise Classified)	101.5	48	10	2	299
2013	Purchase of Services	Grants Revenue Fund	Mayor's Office	Other Expenses (Not Otherwise Classified)	1500	5	80	2	299
2013	Purchase of Services	Grants Revenue Fund	Police	Other Expenses (Not Otherwise Classified)	23355	11	80	2	299
2013	Purchase of Services	General Operating Fund	Sheriff	Other Expenses (Not Otherwise Classified)	1615.7	70	10	2	299
2013	Materials and Supplies	General Operating Fund	1st Judicial District	Other Materials and Supplies (Noc)	2016954.84	84	10	3	399
2013	Materials and Supplies	Grants Revenue Fund	1st Judicial District	Other Materials and Supplies (Noc)	519265.68	84	80	3	399
2013	Materials and Supplies	General Operating Fund	City Representative	Other Materials and Supplies (Noc)	9725.4	41	10	3	399
2013	Materials and Supplies	General Operating Fund	Health	Other Materials and Supplies (Noc)	1043	14	10	3	399
2013	Materials and Supplies	Grants Revenue Fund	Health	Other Materials and Supplies (Noc)	31908.22	14	80	3	399
2013	Materials and Supplies	General Operating Fund	Human Services	Other Materials and Supplies (Noc)	461.51	22	10	3	399
2013	Materials and Supplies	Grants Revenue Fund	Human Services	Other Materials and Supplies (Noc)	2224.8	22	80	3	399
2013	Materials and Supplies	General Operating Fund	Licenses & Inspections	Other Materials and Supplies (Noc)	255.2	26	10	3	399
2013	Materials and Supplies	General Operating Fund	Mayor's Office	Other Materials and Supplies (Noc)	1522.68	5	10	3	399
2013	Materials and Supplies	Water Operating Fund	Water	Other Materials and Supplies (Noc)	161.66	28	20	3	399
2013	Contributions, Indemnities, Refunds, Taxes	General Operating Fund	Director of Finance	Other Misc Claims - Non-punitive	1142.45	35	10	5	0589N
2013	Contributions, Indemnities, Refunds, Taxes	General Operating Fund	Police	Other Misc Claims - Non-punitive	3850	11	10	5	0589N
2013	Contributions, Indemnities, Refunds, Taxes	General Operating Fund	Revenue	Other Misc Claims - Non-punitive	1000	36	10	5	0589N
2013	Contributions, Indemnities, Refunds, Taxes	Water Operating Fund	Water	Other Misc Claims - Non-punitive	3500	28	20	5	0589N
2013	Contributions, Indemnities, Refunds, Taxes	Airport Operating Fund	Commerce	Other Miscellaneous Claims	1417358.78	42	90	5	589
2013	Contributions, Indemnities, Refunds, Taxes	General Operating Fund	Law	Other Miscellaneous Claims	421999	44	10	5	589
2013	Contributions, Indemnities, Refunds, Taxes	General Operating Fund	Police	Other Miscellaneous Claims	1906.8	11	10	5	589
2013	Contributions, Indemnities, Refunds, Taxes	General Operating Fund	Revenue	Other Miscellaneous Claims	2695.17	36	10	5	589
2013	Contributions, Indemnities, Refunds, Taxes	General Operating Fund	Streets	Other Miscellaneous Claims	456469.44	12	10	5	589
2013	Contributions, Indemnities, Refunds, Taxes	Water Operating Fund	Water	Other Miscellaneous Claims	10500	28	20	5	589
2013	Contributions, Indemnities, Refunds, Taxes	General Operating Fund	Art Museum	Other Non-automotive	100000	34	10	5	569
2013	Contributions, Indemnities, Refunds, Taxes	General Operating Fund	Fire	Other Non-automotive	10000	13	10	5	579
2013	Contributions, Indemnities, Refunds, Taxes	General Operating Fund	Health	Other Non-automotive	85000	14	10	5	569
2013	Contributions, Indemnities, Refunds, Taxes	General Operating Fund	Office of Supportive Housing	Other Non-automotive	10000	24	10	5	569
2013	Contributions, Indemnities, Refunds, Taxes	General Operating Fund	Police	Other Non-automotive	532500	11	10	5	569
2013	Contributions, Indemnities, Refunds, Taxes	General Operating Fund	Prisons	Other Non-automotive	46000	23	10	5	569
2013	Contributions, Indemnities, Refunds, Taxes	General Operating Fund	Public Property	Other Non-automotive	1039000	20	10	5	569
2013	Contributions, Indemnities, Refunds, Taxes	General Operating Fund	Public Property	Other Non-automotive	35500	20	10	5	579
2013	Contributions, Indemnities, Refunds, Taxes	General Operating Fund	Recreation	Other Non-automotive	1051228	16	10	5	569
2013	Contributions, Indemnities, Refunds, Taxes	General Operating Fund	Streets	Other Non-automotive	1943015.28	12	10	5	569
