Purchase of Services-General Operating Fund-Office of Property Assessments-Repair and Maintenance Charges,16891
Personal Services-General Operating Fund-Office of Property Assessments-Salary Control,34903
Purchase of Services-General Operating Fund-Office of Property Assessments-Seminar and Training Sessions,23015
Personal Services-General Operating Fund-Office of Property Assessments-Sick Pay(b Time)-civilian,5821
Purchase of Services-General Operating Fund-Office of Property Assessments-Telephone,302
Personal Services-General Operating Fund-Office of Property Assessments-Temporary/seasonal,38002
Purchase of Services-General Operating Fund-Office of Property Assessments-Transportation,8255
Purchase of Services-General Operating Fund-City Controller-Accounting and Auditing Services,173834
Materials and Supplies-General Operating Fund-City Controller-Books and Other Publications,9296
Purchase of Services-General Operating Fund-City Controller-Dues,7109
Equipment-General Operating Fund-City Controller-Electrical Lighting Communication,317
"Personal Services-General Operating Fund-City Controller-Holiday ""G""(2/3 Shifts)",4015
Purchase of Services-General Operating Fund-City Controller-Information Technology-prof Service,81
Purchase of Services-General Operating Fund-City Controller-Licenses Permits Inspection Charges,2692
Purchase of Services-General Operating Fund-City Controller-Maint/support-computr Hardware/soft,7168
Purchase of Services-General Operating Fund-City Controller-Meals-non-travel & officl Entertain,719
Equipment-General Operating Fund-City Controller-Office Equipment,2399
Materials and Supplies-General Operating Fund-City Controller-Office Materials and Supplies,9227
Personal Services-General Operating Fund-City Controller-Overtime-civilian,65036
Personal Services-General Operating Fund-City Controller-Perm Full Time-civilian,6597405
Personal Services-General Operating Fund-City Controller-Perm Part Time,22690
Personal Services-General Operating Fund-City Controller-Plus/minus Gross Adj,213672
Purchase of Services-General Operating Fund-City Controller-Postage,282
Materials and Supplies-General Operating Fund-City Controller-Printing,3077
Equipment-General Operating Fund-City Controller-Printing and Binding,628
Purchase of Services-General Operating Fund-City Controller-Professional Consult/spec Services,171920
Purchase of Services-General Operating Fund-City Controller-Rental of Parking Spaces,630
Purchase of Services-General Operating Fund-City Controller-Repair and Maintenance Charges,647
Personal Services-General Operating Fund-City Controller-Salary Control,129799
Purchase of Services-General Operating Fund-City Controller-Seminar and Training Sessions,32464
Purchase of Services-General Operating Fund-City Controller-Telephone,48
Personal Services-General Operating Fund-City Controller-Temporary/seasonal,37555
Purchase of Services-General Operating Fund-City Controller-Transportation,6099
Purchase of Services-Grants Revenue Fund-City Controller-Accounting and Auditing Services,120641
Materials and Supplies-Grants Revenue Fund-City Controller-Books and Other Publications,11311
Equipment-Grants Revenue Fund-City Controller-Computer Equipment & Peripherals,18324
Purchase of Services-Grants Revenue Fund-City Controller-Dues,235
Equipment-Grants Revenue Fund-City Controller-Furniture and Furnishings,310
Purchase of Services-Grants Revenue Fund-City Controller-Meals-non-travel & officl Entertain,1061
Equipment-Grants Revenue Fund-City Controller-Office Equipment,3486
Materials and Supplies-Grants Revenue Fund-City Controller-Office Materials and Supplies,22745
Purchase of Services-Grants Revenue Fund-City Controller-Postage,6
Materials and Supplies-Grants Revenue Fund-City Controller-Printing,1244
Purchase of Services-Grants Revenue Fund-City Controller-Professional Consult/spec Services,8004
Purchase of Services-Grants Revenue Fund-City Controller-Seminar and Training Sessions,149
Purchase of Services-General Operating Fund-Board of Revision of Taxes-Advertising/Promotional Activities,81
Personal Services-General Operating Fund-Board of Revision of Taxes-Board,23646
Materials and Supplies-General Operating Fund-Board of Revision of Taxes-Books and Other Publications,1298
Purchase of Services-General Operating Fund-Board of Revision of Taxes-Court Reporters,10103
Equipment-General Operating Fund-Board of Revision of Taxes-Furniture and Furnishings,5694
Materials and Supplies-General Operating Fund-Board of Revision of Taxes-Office Materials and Supplies,5879
Personal Services-General Operating Fund-Board of Revision of Taxes-Perm Full Time-civilian,629516
Personal Services-General Operating Fund-Board of Revision of Taxes-Plus/minus Gross Adj,310423
"Materials and Supplies-General Operating Fund-Board of Revision of Taxes-Precision, Photographic and Artists",1459
Materials and Supplies-General Operating Fund-Board of Revision of Taxes-Printing,200
Purchase of Services-General Operating Fund-Board of Revision of Taxes-Professional Consult/spec Services,1600
Purchase of Services-General Operating Fund-Board of Revision of Taxes-Rental of Parking Spaces,9000
Purchase of Services-General Operating Fund-Board of Revision of Taxes-Repair and Maintenance Charges,2682
Personal Services-General Operating Fund-Board of Revision of Taxes-Temporary/seasonal,51766
Purchase of Services-General Operating Fund-Register of Wills-Dues,600
Purchase of Services-General Operating Fund-Register of Wills-Information Technology-prof Service,1600
Purchase of Services-General Operating Fund-Register of Wills-Legal Services,681
Equipment-General Operating Fund-Register of Wills-Office Equipment,3744
Materials and Supplies-General Operating Fund-Register of Wills-Office Materials and Supplies,13734
Personal Services-General Operating Fund-Register of Wills-Perm Full Time-civilian,3012395
Personal Services-General Operating Fund-Register of Wills-Perm Part Time,131119
Personal Services-General Operating Fund-Register of Wills-Plus/minus Gross Adj,3537
Purchase of Services-General Operating Fund-Register of Wills-Postage,11913
"Equipment-General Operating Fund-Register of Wills-Precision, Photographic and Artists",39980
Materials and Supplies-General Operating Fund-Register of Wills-Printing,5112
Purchase of Services-General Operating Fund-Register of Wills-Rents,863
Purchase of Services-General Operating Fund-Register of Wills-Repair and Maintenance Charges,25830
Personal Services-General Operating Fund-Register of Wills-Salary Control,6593
Purchase of Services-General Operating Fund-Register of Wills-Seminar and Training Sessions,343
Personal Services-General Operating Fund-Register of Wills-Temporary/seasonal,30265
Purchase of Services-General Operating Fund-Register of Wills-Transportation,1253
Purchase of Services-General Operating Fund-District Attorney-Advertising/Promotional Activities,1000
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-District Attorney-Auto-motor Vehicle/non-punitive Dam",1000
Materials and Supplies-General Operating Fund-District Attorney-Books and Other Publications,4207
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-District Attorney-Civil Rights",145000
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-District Attorney-Civil Rights - Attorney Fees",45000
Purchase of Services-General Operating Fund-District Attorney-Cleaning and Laundering,8500
Purchase of Services-General Operating Fund-District Attorney-Commercial off-shelf Comp Software,129285
Equipment-General Operating Fund-District Attorney-Computer Equipment & Peripherals,4686
Materials and Supplies-General Operating Fund-District Attorney-Dry Goods/notions/wearing Apparel,9471
Purchase of Services-General Operating Fund-District Attorney-Dues,3289
Equipment-General Operating Fund-District Attorney-Furniture and Furnishings,5938
Personal Services-General Operating Fund-District Attorney-Holiday Pay-annual,114316
Purchase of Services-General Operating Fund-District Attorney-Information Technology-prof Service,6877
Purchase of Services-General Operating Fund-District Attorney-Maint/support-computr Hardware/soft,49643
Purchase of Services-General Operating Fund-District Attorney-Meals-non-travel & officl Entertain,54
Equipment-General Operating Fund-District Attorney-Office Equipment,34528
Materials and Supplies-General Operating Fund-District Attorney-Office Materials and Supplies,364682
Purchase of Services-General Operating Fund-District Attorney-Other Expenses (Not Otherwise Classified),55535
Materials and Supplies-General Operating Fund-District Attorney-Other Materials and Supplies (Noc),2552
Purchase of Services-General Operating Fund-District Attorney-Overtime Meals,1806
Personal Services-General Operating Fund-District Attorney-Overtime-civilian,25167
Personal Services-General Operating Fund-District Attorney-Overtime/shift-uniform,140356
Personal Services-General Operating Fund-District Attorney-Perm Full Time-civilian,26347988
Personal Services-General Operating Fund-District Attorney-Perm Full Time-uniform,2547800
Personal Services-General Operating Fund-District Attorney-Perm Part Time,184752
Materials and Supplies-General Operating Fund-District Attorney-Plumbing/air Conditioning/space Htg,19742
Equipment-General Operating Fund-District Attorney-Plumbing/air Conditioning/space Htg,53465
Personal Services-General Operating Fund-District Attorney-Plus/minus Gross Adj,95160
Purchase of Services-General Operating Fund-District Attorney-Postage,100254
Materials and Supplies-General Operating Fund-District Attorney-Printing,2841
Purchase of Services-General Operating Fund-District Attorney-Professional Consult/spec Services,1353269
Purchase of Services-General Operating Fund-District Attorney-Refuse/garbage/silt/sludge Removal,364
Purchase of Services-General Operating Fund-District Attorney-Rental of Parking Spaces,8880
Purchase of Services-General Operating Fund-District Attorney-Rents,12165
Purchase of Services-General Operating Fund-District Attorney-Repair and Maintenance Charges,33292
Personal Services-General Operating Fund-District Attorney-Salary Control,561517
Purchase of Services-General Operating Fund-District Attorney-Seminar and Training Sessions,970
Personal Services-General Operating Fund-District Attorney-Sick Pay(b Time)-civilian,156
Purchase of Services-General Operating Fund-District Attorney-Telephone,5932
Personal Services-General Operating Fund-District Attorney-Temporary/seasonal,57236
Purchase of Services-General Operating Fund-District Attorney-Transportation,99396
Personal Services-General Operating Fund-District Attorney-Uniform Stress Pay,169848
Purchase of Services-Grants Revenue Fund-District Attorney-Advertising/Promotional Activities,28112
Materials and Supplies-Grants Revenue Fund-District Attorney-Books and Other Publications,737
Purchase of Services-Grants Revenue Fund-District Attorney-Cleaning and Laundering,3000
Purchase of Services-Grants Revenue Fund-District Attorney-Commercial off-shelf Comp Software,36970
Equipment-Grants Revenue Fund-District Attorney-Computer Equipment & Peripherals,93047
