FY,Character_Title,Fund_Title,Department_Title,SubObjTitle,budget
2013,Purchase of Services,Airport Operating Fund,Commerce,Seminar and Training Sessions,80976.53
2013,Purchase of Services,General Operating Fund,Commission On Human Relations,Seminar and Training Sessions,750
2013,Purchase of Services,General Operating Fund,Director of Finance,Seminar and Training Sessions,12494.55
2013,Purchase of Services,General Operating Fund,District Attorney,Seminar and Training Sessions,4102.97
2013,Purchase of Services,General Operating Fund,Fire,Seminar and Training Sessions,159891.67
2013,Purchase of Services,Grants Revenue Fund,Fire,Seminar and Training Sessions,12112.61
2013,Purchase of Services,General Operating Fund,Fleet Management,Seminar and Training Sessions,8826.29
2013,Purchase of Services,Water Operating Fund,Fleet Management,Seminar and Training Sessions,720
2013,Purchase of Services,Airport Operating Fund,Fleet Management,Seminar and Training Sessions,99
2013,Purchase of Services,General Operating Fund,Free Library,Seminar and Training Sessions,3589.95
2013,Purchase of Services,Grants Revenue Fund,Free Library,Seminar and Training Sessions,26542.65
2013,Purchase of Services,General Operating Fund,Health,Seminar and Training Sessions,4075
2013,Purchase of Services,Grants Revenue Fund,Health,Seminar and Training Sessions,4740.08
2013,Purchase of Services,General Operating Fund,Human Services,Seminar and Training Sessions,100516.03
2013,Purchase of Services,Grants Revenue Fund,Human Services,Seminar and Training Sessions,168934.35
2013,Purchase of Services,General Operating Fund,Law,Seminar and Training Sessions,27532.01
2013,Purchase of Services,General Operating Fund,Licenses & Inspections,Seminar and Training Sessions,76568.07
2013,Purchase of Services,General Operating Fund,Managing Director,Seminar and Training Sessions,23454.53
2013,Purchase of Services,General Operating Fund,Mayor-Office of The Inspector General,Seminar and Training Sessions,12285.63
2013,Purchase of Services,General Operating Fund,Mayor's Office,Seminar and Training Sessions,1800
2013,Purchase of Services,Grants Revenue Fund,Mayor's Office,Seminar and Training Sessions,35788.31
2013,Purchase of Services,General Operating Fund,Mayor's Office of Transportation,Seminar and Training Sessions,5107.41
2013,Purchase of Services,Grants Revenue Fund,Mayor's Office of Transportation,Seminar and Training Sessions,3231.47
2013,Purchase of Services,Grants Revenue Fund,Mayor's Office-Community Services,Seminar and Training Sessions,550
2013,Purchase of Services,General Operating Fund,Mayor's Office-Labor Relations,Seminar and Training Sessions,1375
2013,Purchase of Services,General Operating Fund,MDO-Office of Technology,Seminar and Training Sessions,6279.81
2013,Purchase of Services,Grants Revenue Fund,MDO-Office of Technology,Seminar and Training Sessions,8567.15
2013,Purchase of Services,Grants Revenue Fund,Office of Housing,Seminar and Training Sessions,2028.04
2013,Purchase of Services,Community Development Fund,Office of Housing,Seminar and Training Sessions,7970.57
2013,Purchase of Services,Grants Revenue Fund,Office of Beh Health & Int Disab Services,Seminar and Training Sessions,3188.57
2013,Purchase of Services,General Operating Fund,Office of Property Assessments,Seminar and Training Sessions,10125
2013,Purchase of Services,General Operating Fund,Office of Supportive Housing,Seminar and Training Sessions,4114.75
2013,Purchase of Services,General Operating Fund,Personnel,Seminar and Training Sessions,27758
2013,Purchase of Services,General Operating Fund,Police,Seminar and Training Sessions,307836.5
2013,Purchase of Services,Grants Revenue Fund,Police,Seminar and Training Sessions,190103.94
2013,Purchase of Services,General Operating Fund,Prisons,Seminar and Training Sessions,71745.69
2013,Purchase of Services,General Operating Fund,Procurement,Seminar and Training Sessions,681
2013,Purchase of Services,General Operating Fund,Public Property,Seminar and Training Sessions,15989.24
2013,Purchase of Services,General Operating Fund,Records,Seminar and Training Sessions,11954
2013,Purchase of Services,General Operating Fund,Recreation,Seminar and Training Sessions,6945.2
2013,Purchase of Services,General Operating Fund,Register of Wills,Seminar and Training Sessions,343
2013,Purchase of Services,General Operating Fund,Revenue,Seminar and Training Sessions,9775.91
2013,Purchase of Services,Water Operating Fund,Revenue,Seminar and Training Sessions,1402
2013,Purchase of Services,General Operating Fund,Sheriff,Seminar and Training Sessions,2038
2013,Purchase of Services,General Operating Fund,Streets,Seminar and Training Sessions,38275.72
2013,Purchase of Services,Grants Revenue Fund,Streets,Seminar and Training Sessions,866.61
2013,Purchase of Services,Water Operating Fund,Water,Seminar and Training Sessions,282112.39
2013,Personal Services,General Operating Fund,1st Judicial District,Shift,538.4
2013,Personal Services,General Operating Fund,City Commissioners,Shift,3872.92
2013,Personal Services,Grants Revenue Fund,City Commissioners,Shift,42.28
2013,Personal Services,Airport Operating Fund,Commerce,Shift,279767.77
2013,Personal Services,General Operating Fund,Fire,Shift,22476.66
2013,Personal Services,General Operating Fund,Fleet Management,Shift,67619.23
2013,Personal Services,Water Operating Fund,Fleet Management,Shift,13501.89
2013,Personal Services,Airport Operating Fund,Fleet Management,Shift,5899.29
2013,Personal Services,General Operating Fund,Free Library,Shift,50764.22
2013,Personal Services,Grants Revenue Fund,Free Library,Shift,1454.7
2013,Personal Services,General Operating Fund,Health,Shift,31191.82
2013,Personal Services,Grants Revenue Fund,Health,Shift,2256.02
2013,Personal Services,Acute Care Hospital Assessment Fund,Health,Shift,203.43
2013,Personal Services,General Operating Fund,Human Services,Shift,26346.34
2013,Personal Services,Grants Revenue Fund,Human Services,Shift,132455.09
2013,Personal Services,General Operating Fund,Licenses & Inspections,Shift,728.51
2013,Personal Services,Community Development Fund,Licenses & Inspections,Shift,523.76
2013,Personal Services,General Operating Fund,Managing Director,Shift,1092.72
2013,Personal Services,General Operating Fund,MDO-Office of Technology,Shift,12938.7
2013,Personal Services,Water Operating Fund,MDO-Office of Technology,Shift,1638.37
2013,Personal Services,Airport Operating Fund,MDO-Office of Technology,Shift,3.3
2013,Personal Services,General Operating Fund,Office of Beh Health & Int Disab Services,Shift,349.35
2013,Personal Services,Grants Revenue Fund,Office of Beh Health & Int Disab Services,Shift,2796.2
2013,Personal Services,General Operating Fund,Office of Supportive Housing,Shift,14572.95
2013,Personal Services,General Operating Fund,Personnel,Shift,33.97
2013,Personal Services,General Operating Fund,Police,Shift,232343.64
2013,Personal Services,Airport Operating Fund,Police,Shift,3702.25
2013,Personal Services,General Operating Fund,Prisons,Shift,908222.55
2013,Personal Services,General Operating Fund,Procurement,Shift,1.12
2013,Personal Services,General Operating Fund,Public Property,Shift,7422.05
2013,Personal Services,General Operating Fund,Records,Shift,1694.46
2013,Personal Services,General Operating Fund,Recreation,Shift,96036.89
2013,Personal Services,Grants Revenue Fund,Recreation,Shift,600.26
2013,Personal Services,General Operating Fund,Revenue,Shift,3143.13
2013,Personal Services,Water Operating Fund,Revenue,Shift,5541.99
2013,Personal Services,General Operating Fund,Sheriff,Shift,30589.6
2013,Personal Services,General Operating Fund,Streets,Shift,214913.91
2013,Personal Services,Special Gasoline Tax Fund,Streets,Shift,15861.61
2013,Personal Services,Grants Revenue Fund,Streets,Shift,1102.42
2013,Personal Services,Water Operating Fund,Water,Shift,174018.93
2013,Personal Services,General Operating Fund,1st Judicial District,Sick Pay(b Time)-civilian,41611.69
2013,Personal Services,Grants Revenue Fund,1st Judicial District,Sick Pay(b Time)-civilian,370.42
2013,Personal Services,General Operating Fund,City Commissioners,Sick Pay(b Time)-civilian,2874.58
2013,Personal Services,General Operating Fund,City Council,Sick Pay(b Time)-civilian,274.39
2013,Personal Services,General Operating Fund,City Planning Commission,Sick Pay(b Time)-civilian,319.82
2013,Personal Services,Airport Operating Fund,Commerce,Sick Pay(b Time)-civilian,104381.54
2013,Personal Services,General Operating Fund,District Attorney,Sick Pay(b Time)-civilian,742.44
2013,Personal Services,General Operating Fund,Fleet Management,Sick Pay(b Time)-civilian,19303.57
2013,Personal Services,General Operating Fund,Free Library,Sick Pay(b Time)-civilian,32896.57
2013,Personal Services,General Operating Fund,Health,Sick Pay(b Time)-civilian,22574.53
2013,Personal Services,General Operating Fund,Human Services,Sick Pay(b Time)-civilian,8185.47
2013,Personal Services,Grants Revenue Fund,Human Services,Sick Pay(b Time)-civilian,64379.67
2013,Personal Services,General Operating Fund,Licenses & Inspections,Sick Pay(b Time)-civilian,24025.94
2013,Personal Services,General Operating Fund,Managing Director,Sick Pay(b Time)-civilian,12425.99
2013,Personal Services,General Operating Fund,MDO-Office of Technology,Sick Pay(b Time)-civilian,2287.05
2013,Personal Services,Water Operating Fund,MDO-Office of Technology,Sick Pay(b Time)-civilian,158.65
2013,Personal Services,Grants Revenue Fund,Office of Beh Health & Int Disab Services,Sick Pay(b Time)-civilian,1568.27
2013,Personal Services,General Operating Fund,Office of Supportive Housing,Sick Pay(b Time)-civilian,955.72
2013,Personal Services,General Operating Fund,Police,Sick Pay(b Time)-civilian,53378.34
2013,Personal Services,General Operating Fund,Prisons,Sick Pay(b Time)-civilian,230069.69
2013,Personal Services,General Operating Fund,Procurement,Sick Pay(b Time)-civilian,90.18
2013,Personal Services,General Operating Fund,Public Property,Sick Pay(b Time)-civilian,50625.72
2013,Personal Services,General Operating Fund,Recreation,Sick Pay(b Time)-civilian,73776.8
2013,Personal Services,General Operating Fund,Revenue,Sick Pay(b Time)-civilian,942.42
2013,Personal Services,Water Operating Fund,Revenue,Sick Pay(b Time)-civilian,302.32
2013,Personal Services,General Operating Fund,Sheriff,Sick Pay(b Time)-civilian,45713.97
2013,Personal Services,General Operating Fund,Streets,Sick Pay(b Time)-civilian,165962.36
2013,Personal Services,Special Gasoline Tax Fund,Streets,Sick Pay(b Time)-civilian,10119.32
2013,Personal Services,Grants Revenue Fund,Streets,Sick Pay(b Time)-civilian,2073.34
2013,Personal Services,Water Operating Fund,Water,Sick Pay(b Time)-civilian,162533.26
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Free Library,Sidewalk Falls,40000
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Health,Sidewalk Falls,4000
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Public Property,Sidewalk Falls,584000
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Recreation,Sidewalk Falls,499000
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Streets,Sidewalk Falls,2665542.48
2013,"Contributions, Indemnities, Refunds, Taxes",Water Operating Fund,Water,Sidewalk Falls,1344250
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Public Property,Sidewalk Falls-non-punitive Damages,207.54
2013,Debt Service,General Operating Fund,Sinking Fund Commission,Sinking Fund Reserve Payment,1164262.07
2013,Materials and Supplies,General Operating Fund,City Commissioners,Small Power Tools and Hand Tools,557.98
2013,Materials and Supplies,Airport Operating Fund,Commerce,Small Power Tools and Hand Tools,98061.59
2013,Materials and Supplies,General Operating Fund,Fire,Small Power Tools and Hand Tools,28075.66
2013,Materials and Supplies,Grants Revenue Fund,Fire,Small Power Tools and Hand Tools,353.22
2013,Materials and Supplies,General Operating Fund,Fleet Management,Small Power Tools and Hand Tools,76317.54
