FY,Character_Title,Fund_Title,Department_Title,SubObjTitle,budget
2014,Materials and Supplies,Undistributed Pension Funds,Board of Pensions,"Precision, Photographic and Artists",7929
2014,Materials and Supplies,Undistributed Pension Funds,Board of Pensions,Printing,27441
2014,Purchase of Services,Undistributed Pension Funds,Board of Pensions,Professional Consult/spec Services,495722
2014,Purchase of Services,Undistributed Pension Funds,Board of Pensions,Refuse/garbage/silt/sludge Removal,650
2014,Purchase of Services,Undistributed Pension Funds,Board of Pensions,Rents,300
2014,Purchase of Services,Undistributed Pension Funds,Board of Pensions,Repair and Maintenance Charges,8640
2014,Personal Services,Undistributed Pension Funds,Board of Pensions,Salary Control,74144
2014,Purchase of Services,Undistributed Pension Funds,Board of Pensions,Seminar and Training Sessions,1280
2014,Purchase of Services,Undistributed Pension Funds,Board of Pensions,Telephone,3125
2014,Purchase of Services,Undistributed Pension Funds,Board of Pensions,Transportation,12613
2014,Personal Services,Undistributed Pension Funds,Board of Pensions,Worker's Comp-disability Comp,66073
2014,Purchase of Services,General Operating Fund,Commission On Human Relations,Advertising/Promotional Activities,99
2014,Personal Services,General Operating Fund,Commission On Human Relations,Board,27030
2014,Materials and Supplies,General Operating Fund,Commission On Human Relations,Books and Other Publications,493
2014,Purchase of Services,General Operating Fund,Commission On Human Relations,Commercial off-shelf Comp Software,49
2014,Purchase of Services,General Operating Fund,Commission On Human Relations,Court Reporters,17316
2014,Purchase of Services,General Operating Fund,Commission On Human Relations,Dues,1523
2014,Purchase of Services,General Operating Fund,Commission On Human Relations,Janitorial Services,155
2014,Purchase of Services,General Operating Fund,Commission On Human Relations,Maint/support-computr Hardware/soft,1154
2014,Purchase of Services,General Operating Fund,Commission On Human Relations,Meals-non-travel & officl Entertain,86
2014,Materials and Supplies,General Operating Fund,Commission On Human Relations,Office Materials and Supplies,8635
2014,Personal Services,General Operating Fund,Commission On Human Relations,Perm Full Time-civilian,1651340
2014,Personal Services,General Operating Fund,Commission On Human Relations,Plus/minus Gross Adj,43586
2014,Purchase of Services,General Operating Fund,Commission On Human Relations,Postage,25
2014,Equipment,General Operating Fund,Commission On Human Relations,"Precision, Photographic and Artists",189
2014,Materials and Supplies,General Operating Fund,Commission On Human Relations,Printing,199
2014,Purchase of Services,General Operating Fund,Commission On Human Relations,Professional Consult/spec Services,1498
2014,Purchase of Services,General Operating Fund,Commission On Human Relations,Repair and Maintenance Charges,2363
2014,Personal Services,General Operating Fund,Commission On Human Relations,Salary Control,22678
2014,Purchase of Services,General Operating Fund,Commission On Human Relations,Seminar and Training Sessions,1057
2014,Purchase of Services,General Operating Fund,Commission On Human Relations,Telephone,53
2014,Purchase of Services,General Operating Fund,Commission On Human Relations,Transportation,4122
2014,Personal Services,General Operating Fund,Civil Service Commission,Board,56875
2014,Materials and Supplies,General Operating Fund,Civil Service Commission,Office Materials and Supplies,294
2014,Personal Services,General Operating Fund,Civil Service Commission,Perm Full Time-civilian,89711
2014,Purchase of Services,General Operating Fund,Civil Service Commission,Professional Consult/spec Services,29500
2014,Purchase of Services,General Operating Fund,Personnel,Advertising/Promotional Activities,1499
2014,Materials and Supplies,General Operating Fund,Personnel,Books and Other Publications,7723
2014,Equipment,General Operating Fund,Personnel,Computer Equipment & Peripherals,3574
2014,Materials and Supplies,General Operating Fund,Personnel,Dry Goods/notions/wearing Apparel,400
2014,Personal Services,General Operating Fund,Personnel,Dual/relief-full time-civilian,275960
2014,Purchase of Services,General Operating Fund,Personnel,Dues,12592
2014,Equipment,General Operating Fund,Personnel,Furniture and Furnishings,4745
2014,Materials and Supplies,General Operating Fund,Personnel,General Hardware and Minor Tools,16
2014,Personal Services,General Operating Fund,Personnel,"Holiday ""G""(2/3 Shifts)",1101
2014,Materials and Supplies,General Operating Fund,Personnel,Hospital and Laboratory,11950
2014,Purchase of Services,General Operating Fund,Personnel,Maint/support-computr Hardware/soft,27233
2014,Purchase of Services,General Operating Fund,Personnel,Meals-non-travel & officl Entertain,6861
2014,Equipment,General Operating Fund,Personnel,Office Equipment,415
2014,Materials and Supplies,General Operating Fund,Personnel,Office Materials and Supplies,19211
2014,Personal Services,General Operating Fund,Personnel,Overtime-civilian,75485
2014,Personal Services,General Operating Fund,Personnel,Perm Full Time-civilian,4009547
2014,Personal Services,General Operating Fund,Personnel,Perm Part Time,25762
2014,Personal Services,General Operating Fund,Personnel,Plus/minus Gross Adj,18514
2014,Purchase of Services,General Operating Fund,Personnel,Postage,16267
2014,Materials and Supplies,General Operating Fund,Personnel,"Precision, Photographic and Artists",6081
2014,Materials and Supplies,General Operating Fund,Personnel,Printing,2093
2014,Purchase of Services,General Operating Fund,Personnel,Professional Consult/spec Services,481696
2014,Purchase of Services,General Operating Fund,Personnel,Rent/Lease-Purchase Computer Equipment,1819
2014,Purchase of Services,General Operating Fund,Personnel,Rents,19631
2014,Purchase of Services,General Operating Fund,Personnel,Repair and Maintenance Charges,9689
2014,Personal Services,General Operating Fund,Personnel,Salary Control,22066
2014,Purchase of Services,General Operating Fund,Personnel,Seminar and Training Sessions,47882
2014,Personal Services,General Operating Fund,Personnel,Shift,6
2014,Personal Services,General Operating Fund,Personnel,Sick Pay(b Time)-civilian,2413
2014,Purchase of Services,General Operating Fund,Personnel,Telephone,403
2014,Personal Services,General Operating Fund,Personnel,Temporary/seasonal,117245
2014,Purchase of Services,General Operating Fund,Personnel,Transportation,267387
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Office of Arts & Culture,Contributions-ed & Non-prof Rec Org,230688
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Office of Arts & Culture,Contributions-gov & Non-prof Not Ed,1840000
2014,Purchase of Services,General Operating Fund,Office of Arts & Culture,Dues,250
2014,Materials and Supplies,General Operating Fund,Office of Arts & Culture,Food,300
2014,Purchase of Services,General Operating Fund,Office of Arts & Culture,Meals-non-travel & officl Entertain,900
2014,Materials and Supplies,General Operating Fund,Office of Arts & Culture,Office Materials and Supplies,155
2014,Personal Services,General Operating Fund,Office of Arts & Culture,Perm Full Time-civilian,96492
2014,Personal Services,General Operating Fund,Office of Arts & Culture,Plus/minus Gross Adj,20
2014,Purchase of Services,General Operating Fund,Office of Arts & Culture,Professional Consult/spec Services,390800
2014,Personal Services,General Operating Fund,Office of Arts & Culture,Salary Control,1944
2014,Purchase of Services,General Operating Fund,Office of Property Assessments,Advertising/Promotional Activities,9831
2014,Materials and Supplies,General Operating Fund,Office of Property Assessments,Books and Other Publications,21186
2014,Materials and Supplies,General Operating Fund,Office of Property Assessments,Building and Construction,320
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Office of Property Assessments,Civil Rights,7500
2014,Equipment,General Operating Fund,Office of Property Assessments,Computer Equipment & Peripherals,72375
2014,Purchase of Services,General Operating Fund,Office of Property Assessments,Court Reporters,116
2014,Purchase of Services,General Operating Fund,Office of Property Assessments,Dues,10314
2014,Equipment,General Operating Fund,Office of Property Assessments,Electrical Lighting Communication,2273
2014,Materials and Supplies,General Operating Fund,Office of Property Assessments,General Hardware and Minor Tools,306
2014,Personal Services,General Operating Fund,Office of Property Assessments,"Holiday ""G""(2/3 Shifts)",183
2014,Purchase of Services,General Operating Fund,Office of Property Assessments,Information Technology-prof Service,48750
2014,Materials and Supplies,General Operating Fund,Office of Property Assessments,"Janitorial, Laundry and Household",948
2014,Purchase of Services,General Operating Fund,Office of Property Assessments,Maint/support-computr Hardware/soft,10322
2014,Equipment,General Operating Fund,Office of Property Assessments,Office Equipment,2583
2014,Materials and Supplies,General Operating Fund,Office of Property Assessments,Office Materials and Supplies,53039
2014,Personal Services,General Operating Fund,Office of Property Assessments,Overtime-civilian,12496
2014,Personal Services,General Operating Fund,Office of Property Assessments,Perm Full Time-civilian,8922440
2014,Personal Services,General Operating Fund,Office of Property Assessments,Plus/minus Gross Adj,300122
2014,Purchase of Services,General Operating Fund,Office of Property Assessments,Postage,150725
2014,Materials and Supplies,General Operating Fund,Office of Property Assessments,"Precision, Photographic and Artists",54528
2014,Materials and Supplies,General Operating Fund,Office of Property Assessments,Printing,203908
2014,Purchase of Services,General Operating Fund,Office of Property Assessments,Professional Consult/spec Services,863541
2014,Purchase of Services,General Operating Fund,Office of Property Assessments,Rental of Parking Spaces,370
2014,Purchase of Services,General Operating Fund,Office of Property Assessments,Rents,420
2014,Purchase of Services,General Operating Fund,Office of Property Assessments,Repair and Maintenance Charges,16891
2014,Personal Services,General Operating Fund,Office of Property Assessments,Salary Control,34903
2014,Purchase of Services,General Operating Fund,Office of Property Assessments,Seminar and Training Sessions,23015
2014,Personal Services,General Operating Fund,Office of Property Assessments,Sick Pay(b Time)-civilian,5821
2014,Purchase of Services,General Operating Fund,Office of Property Assessments,Telephone,302
2014,Personal Services,General Operating Fund,Office of Property Assessments,Temporary/seasonal,38002
2014,Purchase of Services,General Operating Fund,Office of Property Assessments,Transportation,8255
2014,Purchase of Services,General Operating Fund,City Controller,Accounting and Auditing Services,173834
2014,Materials and Supplies,General Operating Fund,City Controller,Books and Other Publications,9296
2014,Purchase of Services,General Operating Fund,City Controller,Dues,7109
2014,Equipment,General Operating Fund,City Controller,Electrical Lighting Communication,317
2014,Personal Services,General Operating Fund,City Controller,"Holiday ""G""(2/3 Shifts)",4015
2014,Purchase of Services,General Operating Fund,City Controller,Information Technology-prof Service,81
2014,Purchase of Services,General Operating Fund,City Controller,Licenses Permits Inspection Charges,2692
2014,Purchase of Services,General Operating Fund,City Controller,Maint/support-computr Hardware/soft,7168
2014,Purchase of Services,General Operating Fund,City Controller,Meals-non-travel & officl Entertain,719
2014,Equipment,General Operating Fund,City Controller,Office Equipment,2399
2014,Materials and Supplies,General Operating Fund,City Controller,Office Materials and Supplies,9227
2014,Personal Services,General Operating Fund,City Controller,Overtime-civilian,65036
2014,Personal Services,General Operating Fund,City Controller,Perm Full Time-civilian,6597405
2014,Personal Services,General Operating Fund,City Controller,Perm Part Time,22690
2014,Personal Services,General Operating Fund,City Controller,Plus/minus Gross Adj,213672
2014,Purchase of Services,General Operating Fund,City Controller,Postage,282
2014,Materials and Supplies,General Operating Fund,City Controller,Printing,3077
2014,Equipment,General Operating Fund,City Controller,Printing and Binding,628
2014,Purchase of Services,General Operating Fund,City Controller,Professional Consult/spec Services,171920
